epoch,train_loss,psnr_r,psnr_c,lr
1,63.63905880368989,65.76391885031143,50.369774620704455,1.2559432157547911e-06
2,62.32055653100726,65.76391885031143,50.369774620704455,1.2559432157547911e-06
3,67.1976511725064,65.76391885031143,50.369774620704455,1.2559432157547911e-06
4,63.766346547795436,65.76391885031143,50.369774620704455,1.2559432157547911e-06
5,62.21784486441776,65.76391885031143,50.369774620704455,1.2559432157547911e-06
6,63.53902084525974,65.76391885031143,50.369774620704455,1.2559432157547911e-06
7,62.13830895259463,65.76391885031143,50.369774620704455,1.2559432157547911e-06
8,59.17191470354453,65.76391885031143,50.369774620704455,1.2559432157547911e-06
9,63.67301956264452,65.76391885031143,50.369774620704455,1.2559432157547911e-06
10,64.04015648502043,65.76391885031143,50.369774620704455,1.2559432157547911e-06
11,59.37605851272057,65.76391885031143,50.369774620704455,1.2559432157547911e-06
12,61.784826519845545,65.76391885031143,50.369774620704455,1.2559432157547911e-06
13,62.652758675060056,65.76391885031143,50.369774620704455,1.2559432157547911e-06
14,63.41136546518611,65.76391885031143,50.369774620704455,1.2559432157547911e-06
15,61.12821300550439,65.76391885031143,50.369774620704455,1.2559432157547911e-06
16,63.64139368342257,65.76391885031143,50.369774620704455,1.2559432157547911e-06
17,63.12700889850485,65.76391885031143,50.369774620704455,1.2559432157547911e-06
18,63.513530446195055,65.76391885031143,50.369774620704455,1.2559432157547911e-06
19,66.47273988833372,65.76391885031143,50.369774620704455,1.2559432157547911e-06
20,59.823781550615685,65.76391885031143,50.369774620704455,1.2559432157547911e-06
21,63.42651494344076,65.76391885031143,50.369774620704455,1.2559432157547911e-06
22,66.03264924849587,65.76391885031143,50.369774620704455,1.2559432157547911e-06
23,64.21941608122026,65.76391885031143,50.369774620704455,1.2559432157547911e-06
24,64.65487727899661,65.76391885031143,50.369774620704455,1.2559432157547911e-06
25,63.6717880512106,65.76391885031143,50.369774620704455,1.2559432157547911e-06
26,60.8461567451214,65.76391885031143,50.369774620704455,1.2559432157547911e-06
27,61.245973915889344,65.76391885031143,50.369774620704455,1.2559432157547911e-06
28,63.70861303395238,65.76391885031143,50.369774620704455,1.2559432157547911e-06
29,63.31537093239269,65.76391885031143,50.369774620704455,1.2559432157547911e-06
30,63.28796062250247,65.76391885031143,50.369774620704455,1.2559432157547911e-06
31,68.65523693479341,65.76391885031143,50.369774620704455,1.2559432157547911e-06
32,60.61199549970956,65.76391885031143,50.369774620704455,1.2559432157547911e-06
33,58.663145328390186,65.76391885031143,50.369774620704455,1.2559432157547911e-06
34,57.02468648450128,65.76391885031143,50.369774620704455,1.2559432157547911e-06
35,63.83500947623417,65.76391885031143,50.369774620704455,1.2559432157547911e-06
36,61.95260488575902,65.76391885031143,50.369774620704455,1.2559432157547911e-06
37,59.343815025241895,65.76391885031143,50.369774620704455,1.2559432157547911e-06
38,61.46546256405183,65.76391885031143,50.369774620704455,1.2559432157547911e-06
39,63.36639299063847,65.76391885031143,50.369774620704455,1.2559432157547911e-06
40,65.54362130439145,65.76391885031143,50.369774620704455,1.2559432157547911e-06
41,64.87853525972915,65.76391885031143,50.369774620704455,1.2559432157547911e-06
42,59.062045020618655,65.76391885031143,50.369774620704455,1.2559432157547911e-06
43,59.48259248404667,65.76391885031143,50.369774620704455,1.2559432157547911e-06
44,62.633256583378234,65.76391885031143,50.369774620704455,1.2559432157547911e-06
45,63.956237749121655,65.76391885031143,50.369774620704455,1.2559432157547911e-06
46,63.189221217714504,65.76391885031143,50.369774620704455,1.2559432157547911e-06
47,57.90642234100692,65.76391885031143,50.369774620704455,1.2559432157547911e-06
48,63.96139877143948,65.76391885031143,50.369774620704455,1.2559432157547911e-06
49,64.35837848707177,65.76391885031143,50.369774620704455,1.2559432157547911e-06
50,62.55783438408512,65.8971960084054,50.63785992868196,1.2559432157547911e-06
51,57.705919309594165,65.8971960084054,50.63785992868196,1.2559432157547911e-06
52,59.84797979771406,65.8971960084054,50.63785992868196,1.2559432157547911e-06
53,61.61150881887853,65.8971960084054,50.63785992868196,1.2559432157547911e-06
54,61.32208504073921,65.8971960084054,50.63785992868196,1.2559432157547911e-06
55,63.05442895560429,65.8971960084054,50.63785992868196,1.2559432157547911e-06
56,60.129134802982726,65.8971960084054,50.63785992868196,1.2559432157547911e-06
57,60.122423654315114,65.8971960084054,50.63785992868196,1.2559432157547911e-06
58,62.57773956211134,65.8971960084054,50.63785992868196,1.2559432157547911e-06
59,63.33438623362574,65.8971960084054,50.63785992868196,1.2559432157547911e-06
60,56.26253388941973,65.8971960084054,50.63785992868196,1.2559432157547911e-06
61,60.13393680528662,65.8971960084054,50.63785992868196,1.2559432157547911e-06
62,57.69291858015389,65.8971960084054,50.63785992868196,1.2559432157547911e-06
63,60.659949664411876,65.8971960084054,50.63785992868196,1.2559432157547911e-06
64,64.10199897590725,65.8971960084054,50.63785992868196,1.2559432157547911e-06
65,60.99813535843772,65.8971960084054,50.63785992868196,1.2559432157547911e-06
66,61.61548765774431,65.8971960084054,50.63785992868196,1.2559432157547911e-06
67,58.2365503420775,65.8971960084054,50.63785992868196,1.2559432157547911e-06
68,58.90530149964081,65.8971960084054,50.63785992868196,1.2559432157547911e-06
69,58.45210741854262,65.8971960084054,50.63785992868196,1.2559432157547911e-06
70,59.77142603644009,65.8971960084054,50.63785992868196,1.2559432157547911e-06
71,59.027935926941616,65.8971960084054,50.63785992868196,1.2559432157547911e-06
72,60.17552601605996,65.8971960084054,50.63785992868196,1.2559432157547911e-06
73,63.8048605206369,65.8971960084054,50.63785992868196,1.2559432157547911e-06
74,73.56927722623979,65.8971960084054,50.63785992868196,1.2559432157547911e-06
75,62.97552483657311,65.8971960084054,50.63785992868196,1.2559432157547911e-06
76,59.902141286038805,65.8971960084054,50.63785992868196,1.2559432157547911e-06
77,57.795005272174706,65.8971960084054,50.63785992868196,1.2559432157547911e-06
78,57.26361018213733,65.8971960084054,50.63785992868196,1.2559432157547911e-06
79,59.99694302438319,65.8971960084054,50.63785992868196,1.2559432157547911e-06
80,58.24816197362439,65.8971960084054,50.63785992868196,1.2559432157547911e-06
81,57.107055883297974,65.8971960084054,50.63785992868196,1.2559432157547911e-06
82,54.945902988828465,65.8971960084054,50.63785992868196,1.2559432157547911e-06
83,60.396804875340955,65.8971960084054,50.63785992868196,1.2559432157547911e-06
84,61.562948029616784,65.8971960084054,50.63785992868196,1.2559432157547911e-06
85,60.097660174315,65.8971960084054,50.63785992868196,1.2559432157547911e-06
86,58.573619513676086,65.8971960084054,50.63785992868196,1.2559432157547911e-06
87,58.97315069176685,65.8971960084054,50.63785992868196,1.2559432157547911e-06
88,57.89437782901457,65.8971960084054,50.63785992868196,1.2559432157547911e-06
89,56.02011807759603,65.8971960084054,50.63785992868196,1.2559432157547911e-06
90,56.16246585188241,65.8971960084054,50.63785992868196,1.2559432157547911e-06
91,57.5159925482739,65.8971960084054,50.63785992868196,1.2559432157547911e-06
92,63.4945652621916,65.8971960084054,50.63785992868196,1.2559432157547911e-06
93,56.91890374545393,65.8971960084054,50.63785992868196,1.2559432157547911e-06
94,56.59392749304059,65.8971960084054,50.63785992868196,1.2559432157547911e-06
95,56.97706220341825,65.8971960084054,50.63785992868196,1.2559432157547911e-06
96,59.11976559956869,65.8971960084054,50.63785992868196,1.2559432157547911e-06
97,58.29209292620078,65.8971960084054,50.63785992868196,1.2559432157547911e-06
98,56.93812317683779,65.8971960084054,50.63785992868196,1.2559432157547911e-06
99,56.30724694262976,65.8971960084054,50.63785992868196,1.2559432157547911e-06
100,58.13031424599132,65.84536645019506,50.95933527069176,1.2559432157547911e-06
101,56.32539678990156,65.84536645019506,50.95933527069176,1.2559432157547911e-06
102,60.93260138062225,65.84536645019506,50.95933527069176,1.2559432157547911e-06
103,57.86545646053621,65.84536645019506,50.95933527069176,1.2559432157547911e-06
104,58.231992305010216,65.84536645019506,50.95933527069176,1.2559432157547911e-06
105,62.38308459314807,65.84536645019506,50.95933527069176,1.2559432157547911e-06
106,60.20642484467605,65.84536645019506,50.95933527069176,1.2559432157547911e-06
107,57.380431493123375,65.84536645019506,50.95933527069176,1.2559432157547911e-06
108,59.65943862651957,65.84536645019506,50.95933527069176,1.2559432157547911e-06
109,54.9349343091592,65.84536645019506,50.95933527069176,1.2559432157547911e-06
110,56.20288813799277,65.84536645019506,50.95933527069176,1.2559432157547911e-06
111,57.40616478317085,65.84536645019506,50.95933527069176,1.2559432157547911e-06
112,58.49902896223397,65.84536645019506,50.95933527069176,1.2559432157547911e-06
113,57.0020383199056,65.84536645019506,50.95933527069176,1.2559432157547911e-06
114,109.29878059474902,65.84536645019506,50.95933527069176,1.2559432157547911e-06
115,57.992477022368334,65.84536645019506,50.95933527069176,1.2559432157547911e-06
116,57.88038694447484,65.84536645019506,50.95933527069176,1.2559432157547911e-06
117,58.94750185122435,65.84536645019506,50.95933527069176,1.2559432157547911e-06
118,58.78496935175753,65.84536645019506,50.95933527069176,1.2559432157547911e-06
119,58.92418223413928,65.84536645019506,50.95933527069176,1.2559432157547911e-06
120,56.0061619418791,65.84536645019506,50.95933527069176,1.2559432157547911e-06
121,58.63342364081021,65.84536645019506,50.95933527069176,1.2559432157547911e-06
122,57.04346314791975,65.84536645019506,50.95933527069176,1.2559432157547911e-06
123,58.21336733061692,65.84536645019506,50.95933527069176,1.2559432157547911e-06
124,56.77037087802229,65.84536645019506,50.95933527069176,1.2559432157547911e-06
125,57.63246007897388,65.84536645019506,50.95933527069176,1.2559432157547911e-06
126,55.92345551238663,65.84536645019506,50.95933527069176,1.2559432157547911e-06
127,58.34951944460814,65.84536645019506,50.95933527069176,1.2559432157547911e-06
128,57.17024638735015,65.84536645019506,50.95933527069176,1.2559432157547911e-06
129,56.728166251346984,65.84536645019506,50.95933527069176,1.2559432157547911e-06
130,58.91097285829741,65.84536645019506,50.95933527069176,1.2559432157547911e-06
131,56.59388840335539,65.84536645019506,50.95933527069176,1.2559432157547911e-06
132,54.89457093162098,65.84536645019506,50.95933527069176,1.2559432157547911e-06
133,55.274723491449464,65.84536645019506,50.95933527069176,1.2559432157547911e-06
134,59.937082115261035,65.84536645019506,50.95933527069176,1.2559432157547911e-06
135,55.83406899989336,65.84536645019506,50.95933527069176,1.2559432157547911e-06
136,59.60354427907659,65.84536645019506,50.95933527069176,1.2559432157547911e-06
137,58.08699945471753,65.84536645019506,50.95933527069176,1.2559432157547911e-06
138,55.515663585443605,65.84536645019506,50.95933527069176,1.2559432157547911e-06
139,57.99647710515165,65.84536645019506,50.95933527069176,1.2559432157547911e-06
140,57.90370862237339,65.84536645019506,50.95933527069176,1.2559432157547911e-06
141,59.284672638465615,65.84536645019506,50.95933527069176,1.2559432157547911e-06
142,55.61510180330824,65.84536645019506,50.95933527069176,1.2559432157547911e-06
143,57.819802273278945,65.84536645019506,50.95933527069176,1.2559432157547911e-06
144,56.592427176990725,65.84536645019506,50.95933527069176,1.2559432157547911e-06
145,56.256503335360826,65.84536645019506,50.95933527069176,1.2559432157547911e-06
146,53.89617648069886,65.84536645019506,50.95933527069176,1.2559432157547911e-06
147,54.58220762493966,65.84536645019506,50.95933527069176,1.2559432157547911e-06
148,60.53708317636073,65.84536645019506,50.95933527069176,1.2559432157547911e-06
149,56.29115891730648,65.84536645019506,50.95933527069176,1.2559432157547911e-06
150,56.37437875243439,65.96316211871307,51.22060800207042,1.2559432157547911e-06
151,61.808766814483995,65.96316211871307,51.22060800207042,1.2559432157547911e-06
152,56.29729012237198,65.96316211871307,51.22060800207042,1.2559432157547911e-06
153,56.32697964810777,65.96316211871307,51.22060800207042,1.2559432157547911e-06
154,55.623558548675184,65.96316211871307,51.22060800207042,1.2559432157547911e-06
155,57.25218150259435,65.96316211871307,51.22060800207042,1.2559432157547911e-06
156,57.273769071732445,65.96316211871307,51.22060800207042,1.2559432157547911e-06
157,58.26172471320492,65.96316211871307,51.22060800207042,1.2559432157547911e-06
158,53.65118467396703,65.96316211871307,51.22060800207042,1.2559432157547911e-06
159,54.020310237489895,65.96316211871307,51.22060800207042,1.2559432157547911e-06
160,55.79758701105227,65.96316211871307,51.22060800207042,1.2559432157547911e-06
161,53.71731975160796,65.96316211871307,51.22060800207042,1.2559432157547911e-06
162,58.96418279888986,65.96316211871307,51.22060800207042,1.2559432157547911e-06
163,59.41786042575178,65.96316211871307,51.22060800207042,1.2559432157547911e-06
164,53.04881117809778,65.96316211871307,51.22060800207042,1.2559432157547911e-06
165,53.52413984276782,65.96316211871307,51.22060800207042,1.2559432157547911e-06
166,55.7367707614241,65.96316211871307,51.22060800207042,1.2559432157547911e-06
167,55.54935251433274,65.96316211871307,51.22060800207042,1.2559432157547911e-06
168,144.24913568606323,65.96316211871307,51.22060800207042,1.2559432157547911e-06
169,62.80932071291167,65.96316211871307,51.22060800207042,1.2559432157547911e-06
170,57.86496776273881,65.96316211871307,51.22060800207042,1.2559432157547911e-06
171,58.29936827736339,65.96316211871307,51.22060800207042,1.2559432157547911e-06
172,52.87064401034651,65.96316211871307,51.22060800207042,1.2559432157547911e-06
173,54.87256731932191,65.96316211871307,51.22060800207042,1.2559432157547911e-06
174,55.319131960814026,65.96316211871307,51.22060800207042,1.2559432157547911e-06
175,55.93765734530043,65.96316211871307,51.22060800207042,1.2559432157547911e-06
176,53.31068159519941,65.96316211871307,51.22060800207042,1.2559432157547911e-06
177,54.751948959525976,65.96316211871307,51.22060800207042,1.2559432157547911e-06
178,53.37665439474171,65.96316211871307,51.22060800207042,1.2559432157547911e-06
179,56.532117207845054,65.96316211871307,51.22060800207042,1.2559432157547911e-06
180,54.99517052749108,65.96316211871307,51.22060800207042,1.2559432157547911e-06
181,56.127316354335036,65.96316211871307,51.22060800207042,1.2559432157547911e-06
182,58.456425962776976,65.96316211871307,51.22060800207042,1.2559432157547911e-06
183,55.28873031440823,65.96316211871307,51.22060800207042,1.2559432157547911e-06
184,57.279554410912525,65.96316211871307,51.22060800207042,1.2559432157547911e-06
185,53.69505570948809,65.96316211871307,51.22060800207042,1.2559432157547911e-06
186,53.36398740746509,65.96316211871307,51.22060800207042,1.2559432157547911e-06
187,53.75725033639491,65.96316211871307,51.22060800207042,1.2559432157547911e-06
188,55.09145103103813,65.96316211871307,51.22060800207042,1.2559432157547911e-06
189,52.254612517082826,65.96316211871307,51.22060800207042,1.2559432157547911e-06
190,56.4046599947173,65.96316211871307,51.22060800207042,1.2559432157547911e-06
191,55.46235575621156,65.96316211871307,51.22060800207042,1.2559432157547911e-06
192,52.78224164590068,65.96316211871307,51.22060800207042,1.2559432157547911e-06
193,53.54725958287031,65.96316211871307,51.22060800207042,1.2559432157547911e-06
194,55.84251353384435,65.96316211871307,51.22060800207042,1.2559432157547911e-06
195,53.42657345738904,65.96316211871307,51.22060800207042,1.2559432157547911e-06
196,55.50398909908601,65.96316211871307,51.22060800207042,1.2559432157547911e-06
197,55.945223051926185,65.96316211871307,51.22060800207042,1.2559432157547911e-06
198,53.10994858577334,65.96316211871307,51.22060800207042,1.2559432157547911e-06
199,54.862984185931325,65.96316211871307,51.22060800207042,1.2559432157547911e-06
200,53.18048941952058,66.10849584042408,51.460604324216256,1.2559432157547911e-06
201,54.56842391792385,66.10849584042408,51.460604324216256,1.2559432157547911e-06
202,53.360249026068324,66.10849584042408,51.460604324216256,1.2559432157547911e-06
203,54.97951886845731,66.10849584042408,51.460604324216256,1.2559432157547911e-06
204,54.744719779354405,66.10849584042408,51.460604324216256,1.2559432157547911e-06
205,54.39048628971494,66.10849584042408,51.460604324216256,1.2559432157547911e-06
206,52.35492815916566,66.10849584042408,51.460604324216256,1.2559432157547911e-06
207,57.45497677243989,66.10849584042408,51.460604324216256,1.2559432157547911e-06
208,52.97613189960348,66.10849584042408,51.460604324216256,1.2559432157547911e-06
209,54.076207873465,66.10849584042408,51.460604324216256,1.2559432157547911e-06
210,57.571425777742235,66.10849584042408,51.460604324216256,1.2559432157547911e-06
211,53.03362105358606,66.10849584042408,51.460604324216256,1.2559432157547911e-06
212,56.80829109542671,66.10849584042408,51.460604324216256,1.2559432157547911e-06
213,55.70071748755444,66.10849584042408,51.460604324216256,1.2559432157547911e-06
214,51.82017942406665,66.10849584042408,51.460604324216256,1.2559432157547911e-06
215,55.23016289458878,66.10849584042408,51.460604324216256,1.2559432157547911e-06
216,54.34965212591763,66.10849584042408,51.460604324216256,1.2559432157547911e-06
217,57.38619186138285,66.10849584042408,51.460604324216256,1.2559432157547911e-06
218,56.60052542850889,66.10849584042408,51.460604324216256,1.2559432157547911e-06
219,52.81488935974823,66.10849584042408,51.460604324216256,1.2559432157547911e-06
220,54.18183499917217,66.10849584042408,51.460604324216256,1.2559432157547911e-06
221,52.163202000760485,66.10849584042408,51.460604324216256,1.2559432157547911e-06
222,52.86369446502335,66.10849584042408,51.460604324216256,1.2559432157547911e-06
223,52.797297751766514,66.10849584042408,51.460604324216256,1.2559432157547911e-06
224,58.36099909639906,66.10849584042408,51.460604324216256,1.2559432157547911e-06
225,52.28461289679867,66.10849584042408,51.460604324216256,1.2559432157547911e-06
226,52.396325648516076,66.10849584042408,51.460604324216256,1.2559432157547911e-06
227,56.23871825207239,66.10849584042408,51.460604324216256,1.2559432157547911e-06
228,52.679389909766186,66.10849584042408,51.460604324216256,1.2559432157547911e-06
229,56.03824832521636,66.10849584042408,51.460604324216256,1.2559432157547911e-06
230,53.6264753232057,66.10849584042408,51.460604324216256,1.2559432157547911e-06
231,52.72672317767965,66.10849584042408,51.460604324216256,1.2559432157547911e-06
232,53.3147947377172,66.10849584042408,51.460604324216256,1.2559432157547911e-06
233,51.582474237200856,66.10849584042408,51.460604324216256,1.2559432157547911e-06
234,51.271224646732726,66.10849584042408,51.460604324216256,1.2559432157547911e-06
235,54.135190393732884,66.10849584042408,51.460604324216256,1.2559432157547911e-06
236,53.495526916679296,66.10849584042408,51.460604324216256,1.2559432157547911e-06
237,53.314828193050694,66.10849584042408,51.460604324216256,1.2559432157547911e-06
238,57.40779988519077,66.10849584042408,51.460604324216256,1.2559432157547911e-06
239,52.60838188522163,66.10849584042408,51.460604324216256,1.2559432157547911e-06
240,52.590660840615456,66.10849584042408,51.460604324216256,1.2559432157547911e-06
241,50.97310949742109,66.10849584042408,51.460604324216256,1.2559432157547911e-06
242,131.10007257571166,66.10849584042408,51.460604324216256,1.2559432157547911e-06
243,82.48284372790107,66.10849584042408,51.460604324216256,1.2559432157547911e-06
244,59.190374330542554,66.10849584042408,51.460604324216256,1.2559432157547911e-06
245,52.75854956966707,66.10849584042408,51.460604324216256,1.2559432157547911e-06
246,60.429848966927366,66.10849584042408,51.460604324216256,1.2559432157547911e-06
247,52.07277909640608,66.10849584042408,51.460604324216256,1.2559432157547911e-06
248,53.10019067786206,66.10849584042408,51.460604324216256,1.2559432157547911e-06
249,52.051615967147654,66.10849584042408,51.460604324216256,1.2559432157547911e-06
250,52.983667483274964,66.3149250139097,51.68526250289399,1.2559432157547911e-06
251,56.82361631283815,66.3149250139097,51.68526250289399,1.2559432157547911e-06
252,54.86489594119719,66.3149250139097,51.68526250289399,1.2559432157547911e-06
253,53.738900875223095,66.3149250139097,51.68526250289399,1.2559432157547911e-06
254,52.33838377327755,66.3149250139097,51.68526250289399,1.2559432157547911e-06
255,51.34710978365492,66.3149250139097,51.68526250289399,1.2559432157547911e-06
256,50.55656264294153,66.3149250139097,51.68526250289399,1.2559432157547911e-06
257,51.6802991888989,66.3149250139097,51.68526250289399,1.2559432157547911e-06
258,52.25847103951991,66.3149250139097,51.68526250289399,1.2559432157547911e-06
259,52.0047102961047,66.3149250139097,51.68526250289399,1.2559432157547911e-06
260,52.83181265030784,66.3149250139097,51.68526250289399,1.2559432157547911e-06
261,54.835373297504994,66.3149250139097,51.68526250289399,1.2559432157547911e-06
262,52.12750437067843,66.3149250139097,51.68526250289399,1.2559432157547911e-06
263,49.82777439862832,66.3149250139097,51.68526250289399,1.2559432157547911e-06
264,52.26483241991065,66.3149250139097,51.68526250289399,1.2559432157547911e-06
265,48.63718765083401,66.3149250139097,51.68526250289399,1.2559432157547911e-06
266,50.78801736064341,66.3149250139097,51.68526250289399,1.2559432157547911e-06
267,53.75749859864684,66.3149250139097,51.68526250289399,1.2559432157547911e-06
268,49.14134475006454,66.3149250139097,51.68526250289399,1.2559432157547911e-06
269,50.00075539775278,66.3149250139097,51.68526250289399,1.2559432157547911e-06
270,50.60185237314509,66.3149250139097,51.68526250289399,1.2559432157547911e-06
271,50.398689401560816,66.3149250139097,51.68526250289399,1.2559432157547911e-06
272,52.26182685501274,66.3149250139097,51.68526250289399,1.2559432157547911e-06
273,51.23176022233634,66.3149250139097,51.68526250289399,1.2559432157547911e-06
274,52.833940856758204,66.3149250139097,51.68526250289399,1.2559432157547911e-06
275,52.361820308641455,66.3149250139097,51.68526250289399,1.2559432157547911e-06
276,54.53534437596113,66.3149250139097,51.68526250289399,1.2559432157547911e-06
277,50.73914495007745,66.3149250139097,51.68526250289399,1.2559432157547911e-06
278,52.87922403182107,66.3149250139097,51.68526250289399,1.2559432157547911e-06
279,52.867803266678735,66.3149250139097,51.68526250289399,1.2559432157547911e-06
280,52.98059353883239,66.3149250139097,51.68526250289399,1.2559432157547911e-06
281,53.65507726559694,66.3149250139097,51.68526250289399,1.2559432157547911e-06
282,52.51597272938695,66.3149250139097,51.68526250289399,1.2559432157547911e-06
283,52.096291355703066,66.3149250139097,51.68526250289399,1.2559432157547911e-06
284,49.88241351335898,66.3149250139097,51.68526250289399,1.2559432157547911e-06
285,54.90891386448652,66.3149250139097,51.68526250289399,1.2559432157547911e-06
286,48.53995643264946,66.3149250139097,51.68526250289399,1.2559432157547911e-06
287,50.86661115185968,66.3149250139097,51.68526250289399,1.2559432157547911e-06
288,56.374073269723475,66.3149250139097,51.68526250289399,1.2559432157547911e-06
289,52.03525988260905,66.3149250139097,51.68526250289399,1.2559432157547911e-06
290,54.80974059269346,66.3149250139097,51.68526250289399,1.2559432157547911e-06
291,49.497567187780625,66.3149250139097,51.68526250289399,1.2559432157547911e-06
292,50.780636601064394,66.3149250139097,51.68526250289399,1.2559432157547911e-06
293,52.09611644964109,66.3149250139097,51.68526250289399,1.2559432157547911e-06
294,53.10142207967824,66.3149250139097,51.68526250289399,1.2559432157547911e-06
295,50.2139730563109,66.3149250139097,51.68526250289399,1.2559432157547911e-06
296,51.61859575907389,66.3149250139097,51.68526250289399,1.2559432157547911e-06
297,51.187582827162466,66.3149250139097,51.68526250289399,1.2559432157547911e-06
298,52.29716903861912,66.3149250139097,51.68526250289399,1.2559432157547911e-06
299,49.30438221460101,66.3149250139097,51.68526250289399,1.2559432157547911e-06
300,51.631977015528186,66.22781842148198,52.03471102677014,1.2559432157547911e-06
301,55.98300429596298,66.22781842148198,52.03471102677014,1.2559432157547911e-06
302,53.18068530641753,66.22781842148198,52.03471102677014,1.2559432157547911e-06
303,49.749544845230275,66.22781842148198,52.03471102677014,1.2559432157547911e-06
304,50.797781845618935,66.22781842148198,52.03471102677014,1.2559432157547911e-06
305,51.12817838822288,66.22781842148198,52.03471102677014,1.2559432157547911e-06
306,50.169820325127965,66.22781842148198,52.03471102677014,1.2559432157547911e-06
307,50.98574739215018,66.22781842148198,52.03471102677014,1.2559432157547911e-06
308,50.641953216201955,66.22781842148198,52.03471102677014,1.2559432157547911e-06
309,48.8873637626911,66.22781842148198,52.03471102677014,1.2559432157547911e-06
310,103.74207676416155,66.22781842148198,52.03471102677014,1.2559432157547911e-06
311,101.84283745425871,66.22781842148198,52.03471102677014,1.2559432157547911e-06
312,52.724934238126906,66.22781842148198,52.03471102677014,1.2559432157547911e-06
313,53.722002972131484,66.22781842148198,52.03471102677014,1.2559432157547911e-06
314,52.46781061983656,66.22781842148198,52.03471102677014,1.2559432157547911e-06
315,51.07188205061288,66.22781842148198,52.03471102677014,1.2559432157547911e-06
316,48.5326362478322,66.22781842148198,52.03471102677014,1.2559432157547911e-06
317,47.81033943439352,66.22781842148198,52.03471102677014,1.2559432157547911e-06
318,49.236835940130824,66.22781842148198,52.03471102677014,1.2559432157547911e-06
319,49.52306938171387,66.22781842148198,52.03471102677014,1.2559432157547911e-06
320,50.589799793287256,66.22781842148198,52.03471102677014,1.2559432157547911e-06
321,48.056306027818,66.22781842148198,52.03471102677014,1.2559432157547911e-06
322,48.709663193801354,66.22781842148198,52.03471102677014,1.2559432157547911e-06
323,50.2729896019245,66.22781842148198,52.03471102677014,1.2559432157547911e-06
324,49.807458044468675,66.22781842148198,52.03471102677014,1.2559432157547911e-06
325,49.2761691520954,66.22781842148198,52.03471102677014,1.2559432157547911e-06
326,49.2356448995656,66.22781842148198,52.03471102677014,1.2559432157547911e-06
327,52.080032151320886,66.22781842148198,52.03471102677014,1.2559432157547911e-06
328,48.91921545445234,66.22781842148198,52.03471102677014,1.2559432157547911e-06
329,49.38584290427723,66.22781842148198,52.03471102677014,1.2559432157547911e-06
330,49.79572945079584,66.22781842148198,52.03471102677014,1.2559432157547911e-06
331,50.270296294113685,66.22781842148198,52.03471102677014,1.2559432157547911e-06
332,49.37523556851793,66.22781842148198,52.03471102677014,1.2559432157547911e-06
333,51.62874693158029,66.22781842148198,52.03471102677014,1.2559432157547911e-06
334,49.87577942596085,66.22781842148198,52.03471102677014,1.2559432157547911e-06
